"Cocunut";"AGE";"YEARS_WITH_BANK";"MARTIAL_STATUS";"EDUCATION";"EMPLOYMENT";"GENDER";"CUST_INCOME";"CURRENT_ADDRESS_DATE";"CURRENT_JOB_DATE";"CURRENT_WITH_BANK_DATE";"CURRENT_BALANCE_EUR"
81266;29;1;"S";"HGH";"PVE";"M";186,9230769;2011-08-24;2016-03-01;2016-03-17;2307,692308
81267;59;3;"M";"HGH";"RET";"M";281,6316923;1958-10-27;1999-08-29;2014-06-11;316,7435385
81268;67;4;"W";"HGH";"RET";"M";901,4876923;1984-08-01;9999-10-01;2013-01-08;2766,346154
81269;66;3;"M";"HGH";"OTH";"F";479,4527692;1967-01-01;9999-10-01;2013-07-05;6394,509846
81270;54;10;"M";"HGH";"PVE";"F";186,8112308;1995-09-15;2010-01-01;2007-05-16;825,0985385
81271;55;11;"M";"HGH";"PVE";"F";330,1384615;1999-10-08;2000-02-01;2006-02-01;269,2261538
81272;62;3;"M";"HGH";"STE";"F";171,3923077;2009-10-15;1999-06-01;2013-10-09;158,3823077
81273;30;6;"M";"HGH";"PVE";"F";307,6923077;2009-01-01;9999-10-01;2010-10-08;315,0215385
81274;31;2;"M";"HGH";"PVE";"M";192,3076923;1986-03-03;2016-04-11;2015-03-25;1161,865385
81275;49;11;"M";"HGH";"PVE";"F";262,4;2000-07-01;2000-07-05;2005-12-08;2307,692308
81276;66;15;"M";"BCR";"RET";"M";347,6923077;1975-08-05;9999-10-01;2001-10-31;3161,538462
81277;33;5;"S";"HGH";"STE";"M";330,7692308;1984-01-01;2007-05-01;2012-03-09;266,1282308
81278;47;12;"S";"BCR";"STE";"F";390,0816154;2008-01-15;1999-09-01;2005-06-03;2307,692308
81279;69;11;"W";"BCR";"RET";"M";318,0966923;1981-01-01;9999-10-01;2005-11-14;1264,615385
81280;58;11;"M";"BCR";"STE";"M";488,3543077;1997-01-01;1988-08-15;2005-08-09;3076,923077
81281;67;7;"M";"BCR";"RET";"F";199,7536154;1981-01-01;9999-10-01;2010-01-21;2371,153846
81282;51;8;"M";"BCR";"PVE";"M";1091,530769;2000-01-01;1988-05-04;2009-01-19;1626,386615
81283;65;11;"M";"HGH";"RET";"M";360,66;2002-08-28;9999-10-01;2005-10-17;1322,603077
81284;51;15;"M";"HGH";"STE";"M";327,6923077;2006-10-15;2008-06-14;2001-09-11;948,8633077
81285;66;11;"M";"BCR";"RET";"F";393,46;1995-06-15;9999-10-01;2005-08-24;5371,453846
81286;33;0;"S";"BCR";"PVE";"M";564,1025385;2014-09-01;2010-10-01;2016-10-09;4196,394615
81287;24;0;"S";"HGH";"PVE";"M";244,7435385;1993-05-25;2014-08-25;2016-10-10;2307,692308
81288;24;0;"S";"HGH";"PVE";"F";176,9230769;1993-12-29;2015-12-01;2016-10-10;2307,692308
81289;32;4;"M";"HGH";"PVE";"F";176,482;2012-02-01;2013-07-16;2012-10-03;3198,940615
81290;41;11;"M";"PHD";"STE";"F";640,4384615;2006-09-03;2002-04-01;2005-09-28;1153,846154
81291;59;11;"W";"HGH";"RET";"F";210,7169231;2002-02-08;9999-10-01;2005-10-05;4347,115385
81292;37;11;"M";"HGH";"PVE";"M";248,433;2008-12-01;2015-10-26;2005-07-06;4615,384615
81293;36;9;"M";"HGH";"PVE";"M";346,1538462;1981-07-28;2007-03-01;2008-05-14;316,8438462
81294;60;11;"M";"MAS";"SFE";"F";307,6923077;1994-05-01;2009-01-01;2005-12-05;3846,153846
81295;45;15;"M";"HGH";"PVE";"M";1129,018615;1972-04-29;2004-07-20;2001-10-24;4292,430538
81296;59;6;"M";"PRS";"STE";"F";169,4075385;1976-05-01;2011-02-14;2010-09-22;2307,692308
81297;52;11;"D";"HGH";"STE";"M";506,8846154;2010-07-23;1989-08-28;2005-09-28;2716,908462
81298;38;0;"M";"HGH";"PVE";"M";411,5061538;2010-07-19;9999-10-01;2016-10-14;4615,384615
81299;64;9;"M";"HGH";"RET";"F";191,0303077;1979-06-01;9999-10-01;2007-10-16;4347,115385
81300;68;0;"M";"HGH";"RET";"M";252,1769231;1958-06-01;9999-10-01;2016-10-11;1501,730769
81301;62;12;"M";"BCR";"STE";"M";575,4461538;1981-07-01;1987-01-05;2004-10-08;4186,787538
81302;69;11;"M";"HGH";"RET";"M";317,3253846;1980-01-01;9999-10-01;2005-08-17;4268,076923
81303;58;8;"W";"HGH";"STE";"M";312,9640769;1959-07-16;9999-10-01;2009-01-27;2457,307923
81304;68;11;"M";"HGH";"RET";"M";218,9518462;1964-08-01;9999-10-01;2006-04-29;2371,153846
81305;66;1;"S";"HGH";"RET";"F";162,1947692;2010-01-01;9999-10-01;2016-01-27;2371,153846
81306;43;13;"M";"MAS";"STE";"M";686,5923077;2007-01-01;1998-11-21;2004-05-12;3637,501154
81307;67;1;"M";"HGH";"RET";"M";338,9254615;2016-02-01;9999-10-01;2016-06-23;2371,153846
81308;57;11;"M";"BCR";"STE";"M";379,6785385;1988-07-01;2012-03-15;2005-07-14;4615,384615
81309;42;9;"S";"HGH";"PVE";"F";300;2010-01-01;2008-05-22;2008-05-30;415,09
81310;66;1;"W";"HGH";"RET";"F";293,12;1980-06-01;2001-01-15;2015-10-29;2371,153846
81311;55;4;"M";"HGH";"STE";"M";267,0974615;1962-01-12;2014-10-16;2012-09-12;7709,609615
81312;35;0;"M";"BCR";"PVE";"M";246,1538462;2008-10-01;2010-01-01;2016-10-13;348,5361538
81313;66;10;"M";"HGH";"RET";"F";186,6835385;2001-01-01;9999-10-01;2007-01-23;2410,673077
81314;66;4;"M";"HGH";"RET";"M";221,8838462;1967-01-01;9999-10-01;2013-06-04;4900,384615
81315;37;11;"S";"BCR";"STE";"F";383,6;2011-01-01;2004-06-07;2006-04-13;4615,384615
81316;43;11;"M";"BCR";"STE";"F";359,1;2006-04-11;2000-09-01;2005-10-03;2147,234077
81317;34;10;"M";"PRS";"PVE";"F";245,7230769;2007-03-14;2011-03-07;2007-02-01;4249,931308
81318;65;11;"W";"HGH";"RET";"M";232,6538462;1952-12-31;9999-10-01;2005-10-10;5137,5
81319;31;2;"S";"BCR";"STE";"F";329,9233077;1986-05-18;2014-01-01;2014-09-11;634,4733846
81320;62;11;"M";"HGH";"RET";"M";319,7536923;1955-02-16;9999-10-01;2005-08-11;1385,238462
81321;57;11;"M";"MAS";"STE";"F";612,8615385;2010-03-20;1997-04-21;2005-07-25;1307,692308
81322;58;11;"M";"HGH";"STE";"F";378,2310769;2002-05-01;2006-05-12;2006-04-14;561,1386923
81323;44;12;"M";"HGH";"STE";"M";278,3615385;2007-07-01;1995-10-01;2005-04-21;4820,321462
81324;33;12;"M";"BCR";"PVE";"M";232,7;2014-11-01;2013-05-01;2004-08-04;1341,768923
81325;26;4;"S";"HGH";"PVE";"F";302,2180769;2011-01-01;2013-06-01;2013-06-03;4228,727154
81326;49;5;"D";"HGH";"PVE";"M";460,5;1992-01-01;2005-07-01;2011-12-23;6573,165692
81327;45;9;"S";"BCR";"STE";"F";348,0615385;1996-12-09;2002-06-27;2008-04-01;3477,692308
81328;44;13;"M";"BCR";"STE";"F";571,6615385;2005-12-01;2012-12-15;2004-06-12;2307,692308
81329;31;1;"M";"HGH";"PVE";"M";238,4615385;2013-05-01;2014-10-01;2016-03-29;285,1515385
81330;29;1;"M";"HGH";"PVE";"F";174,8670769;2012-01-01;2015-06-01;2015-10-30;406,5966154
81331;65;11;"M";"HGH";"RET";"F";187,8823077;1974-03-16;9999-10-01;2006-05-16;2766,346154
81332;68;12;"S";"BCR";"RET";"F";333,2857692;1970-05-10;9999-10-01;2004-09-30;5295,576923
81333;38;10;"M";"SEC";"PVE";"M";318,2233846;1979-08-03;2007-07-25;2006-09-01;925,1605385
81334;58;10;"M";"HGH";"PVE";"M";159,7769231;2012-06-01;2009-02-12;2006-09-26;4294,468231
81335;32;10;"M";"HGH";"PVE";"M";540,9771538;2007-04-03;2007-02-26;2007-02-05;2422,105769
81336;65;2;"M";"HGH";"RET";"F";166,9663077;1979-01-01;9999-10-01;2014-12-25;796,315
81337;54;11;"M";"HGH";"PVE";"F";615,3846154;1998-02-01;1999-09-01;2006-03-06;16652,01969
81338;69;11;"M";"HGH";"RET";"F";270,9067692;2005-09-01;9999-10-01;2005-10-05;3793,846154
81339;53;1;"M";"HGH";"PVE";"M";300;1964-10-11;2008-03-11;2015-11-23;240,0076923
81340;50;12;"M";"HGH";"SFE";"M";0;1974-01-01;1988-03-30;2005-04-12;2307,692308
81341;38;1;"M";"PRS";"PVE";"M";179,82;2000-06-01;2015-05-01;2015-07-30;4820,321462
81342;26;4;"S";"HGH";"STE";"F";288,2402308;2015-01-01;2012-10-15;2012-10-12;5389,995846
81343;45;10;"M";"BCR";"PVE";"F";257,0153846;1998-06-05;2003-05-01;2007-03-24;2461,538462
81344;57;0;"M";"HGH";"STE";"F";330,7692308;1960-10-03;1995-01-01;2016-10-19;475,3053846
81345;51;4;"M";"PRS";"PVE";"M";341,3307692;1997-09-01;2011-09-22;2012-09-27;8457,473154
81346;62;0;"D";"HGH";"RET";"F";301,0692308;1955-03-04;9999-10-01;2016-09-14;213,4038462
81347;53;10;"D";"HGH";"STE";"F";234,7923077;2002-12-15;2008-06-17;2006-07-26;6923,076923
81348;59;13;"M";"HGH";"STE";"M";0;1958-11-19;1977-07-01;2003-08-26;166,3053846
81349;58;10;"M";"HGH";"STE";"F";470,8795385;2006-05-12;2007-03-03;2006-12-24;2307,692308
81350;62;5;"D";"HGH";"RET";"F";162,2220769;2001-01-01;9999-10-01;2011-12-09;1604,670231
81351;41;12;"M";"BCR";"STE";"F";353,5804615;2003-11-17;2003-11-17;2005-03-09;10000
81352;43;1;"S";"HGH";"PVE";"M";313,1463077;2010-05-01;2009-04-01;2015-07-08;8632,757615
81353;22;7;"S";"HGH";"RET";"M";210,1338462;2000-01-01;9999-10-01;2010-05-21;1565,803462
81354;46;11;"M";"HGH";"OTH";"F";276,9230769;1993-11-23;1991-01-14;2006-06-27;6660,807846
81355;54;9;"M";"HGH";"STE";"M";358,8769231;1963-05-03;1983-09-18;2007-10-02;4615,384615
81356;22;2;"S";"HGH";"PVE";"M";471,1367692;1995-07-17;2015-05-01;2015-05-25;5099,917538
81357;63;4;"M";"HGH";"RET";"M";188,82;1995-11-21;9999-10-01;2013-05-30;3872,884615
81358;36;11;"S";"HGH";"PVE";"M";247,672;1981-06-03;2005-12-30;2006-01-04;2093,393692
81359;22;1;"S";"PRS";"PVE";"M";173,5161538;1995-11-18;2015-12-18;2015-07-21;1580,769231
81360;58;11;"M";"BCR";"PVE";"F";550,0076923;2006-05-18;1997-06-01;2005-08-09;7692,307692
81361;39;4;"*noval*";"HGH";"OTH";"F";0;9999-10-01;9999-10-01;2013-05-16;4615,384615
81362;65;0;"M";"HGH";"RET";"F";199,7012308;1988-01-01;9999-10-01;2016-10-19;1198,970615
81363;69;12;"M";"BCR";"RET";"F";274,9936923;1968-02-18;9999-10-01;2004-07-29;5371,540769
81364;39;12;"S";"BCR";"STE";"M";388,3050769;1993-01-01;9999-10-01;2005-04-08;731,8739231
81365;32;11;"S";"BCR";"STE";"F";351,8902308;2011-06-01;2016-02-01;2005-10-25;3549,509462
81366;57;1;"D";"HGH";"PVE";"M";276,9230769;1960-01-09;2004-05-01;2016-03-30;1699,972538
81367;48;9;"M";"HGH";"STE";"M";289,2964615;2008-01-01;1990-01-01;2007-09-06;2307,692308
81368;58;3;"M";"PRS";"RET";"F";183,3661538;1964-05-01;9999-10-01;2014-04-12;4544,611923
81369;37;1;"M";"HGH";"STE";"F";207,6923077;1998-02-01;2003-10-01;2016-04-09;1106,538462
81370;29;5;"S";"HGH";"STE";"M";248,9056923;1988-03-15;2016-10-02;2011-08-16;1264,615385
81371;56;10;"M";"BCR";"STE";"F";362,7412308;1961-06-14;2010-09-01;2006-09-21;3724,793923
81372;57;11;"M";"HGH";"OTH";"M";123,1;1989-08-01;1987-02-06;2005-08-17;6500
81373;53;11;"D";"HGH";"STE";"M";470,2687692;1980-01-01;1994-02-01;2005-08-08;3877,963
81374;63;8;"M";"HGH";"STE";"F";230,7692308;2004-06-01;1974-01-08;2009-06-22;234,2061538
81375;70;2;"M";"HGH";"OTH";"M";182,4732308;9999-10-01;9999-10-01;2015-01-06;1975,961538
81376;26;0;"S";"HGH";"PVE";"M";269,2307692;1991-06-12;2014-09-01;2016-10-18;364,3823077
81377;66;13;"M";"HGH";"RET";"M";215,4374615;2010-06-07;9999-10-01;2004-07-05;4347,115385
81378;41;11;"M";"HGH";"PVE";"M";917,9;2007-05-09;2008-11-01;2005-08-03;15775,59762
81379;48;13;"M";"HGH";"STE";"M";329,7190769;1993-06-06;2007-01-01;2004-06-08;1027,5
81380;25;3;"M";"HGH";"PVE";"F";192,3076923;1992-05-08;2016-03-18;2013-11-27;2307,692308
81381;58;12;"S";"HGH";"RET";"M";208,432;1959-04-08;9999-10-01;2004-12-22;1185,576923
81382;37;2;"M";"HGH";"PVE";"F";0;2008-05-01;2015-03-01;2015-05-15;2307,692308
81383;32;9;"S";"HGH";"STE";"M";358,9923077;2009-03-01;2009-03-02;2008-06-07;2114,354308
81384;71;0;"M";"HGH";"RET";"F";152,4304615;1980-04-05;9999-10-01;2016-08-29;2,089923077
81385;58;13;"M";"HGH";"PVE";"M";392,324;2006-07-12;2003-02-01;2004-06-01;6384,615385
81386;30;1;"S";"BCR";"PVE";"M";358,5897692;1987-12-02;2016-01-26;2016-01-26;2307,692308
81387;34;1;"M";"HGH";"PVE";"M";347,8384615;1983-12-27;2015-08-01;2016-06-29;4011,675538
81388;53;0;"*noval*";"HGH";"OTH";"M";0;9999-10-01;9999-10-01;2016-09-14;2307,692308
81389;51;4;"M";"HGH";"PVE";"F";223,8940769;2008-01-01;2015-06-01;2012-08-16;3569,942308
81390;59;11;"M";"HGH";"RET";"F";233,9070769;2003-06-01;9999-10-01;2005-09-27;2307,692308
81391;59;7;"M";"HGH";"RET";"F";247,9969231;1981-12-31;9999-10-01;2010-04-30;3161,538462
81392;67;8;"M";"BCR";"RET";"F";234,4609231;2001-01-11;9999-10-01;2008-08-26;2766,346154
81393;70;11;"*noval*";"HGH";"OTH";"M";0;9999-10-01;9999-10-01;2006-06-30;1659,807692
81394;65;9;"M";"BCR";"STE";"M";514,5769231;1995-08-01;2007-03-01;2008-02-11;5147,007692
81395;39;11;"M";"BCR";"PVE";"M";184,6153846;1978-03-09;2014-11-07;2006-04-14;1185,576923
81396;58;7;"M";"BCR";"STE";"F";200,275;1985-10-19;1992-11-01;2009-12-17;4615,384615
81397;67;11;"M";"SEC";"RET";"F";248,6846154;1980-09-20;9999-10-01;2005-10-20;4386,634615
81398;68;4;"M";"HGH";"RET";"M";168,7863846;2011-01-01;9999-10-01;2013-05-07;4023,057692
81399;26;1;"S";"BCR";"PVE";"F";438,5153846;2011-01-20;2016-03-07;2015-12-14;2307,692308
81400;25;2;"S";"HGH";"PVE";"F";394,2307692;1992-10-19;2015-01-01;2015-03-11;7692,307692
81401;70;5;"W";"HGH";"RET";"F";301,407;1989-09-01;9999-10-01;2011-07-06;1833,692308
81402;64;6;"M";"HGH";"RET";"F";215,3846154;1975-01-01;9999-10-01;2010-08-23;2394,865385
81403;48;13;"M";"BCR";"STE";"M";919,6307692;1976-09-01;1996-09-25;2003-10-27;7692,307692
81404;71;10;"W";"HGH";"RET";"F";348,7443077;1965-01-01;9999-10-01;2007-02-21;1975,961538
81405;41;9;"M";"HGH";"PVE";"M";483,1694615;1978-03-25;2016-07-01;2007-12-07;1998,284385
81406;42;12;"M";"BCR";"PVE";"M";1080,353846;2004-10-01;2007-05-01;2004-11-04;2307,692308
81407;37;9;"M";"HGH";"PVE";"F";316,8;2011-01-01;2008-03-20;2008-03-24;3399,945
81408;49;7;"D";"PRS";"STE";"M";408,5488462;1991-01-01;2016-03-01;2010-05-10;1985,820846
81409;35;10;"M";"BCR";"PVE";"M";799,1549231;2014-01-01;2015-07-06;2007-04-19;645,8948462
81410;28;7;"M";"HGH";"PVE";"F";190,2262308;2012-01-01;2014-10-15;2009-08-31;2307,692308
81411;53;7;"*noval*";"HGH";"OTH";"F";0;9999-10-01;9999-10-01;2009-09-17;1153,846154
81412;36;12;"M";"HGH";"PVE";"F";307,6923077;2014-06-01;2014-01-01;2004-07-07;2307,692308
81413;52;3;"M";"HGH";"PVE";"F";299,2307692;2013-03-09;2013-10-01;2014-06-16;475,2974615
81414;57;12;"M";"HGH";"STE";"F";1216,735846;1989-11-04;1984-05-17;2005-04-20;7692,307692
81415;63;10;"S";"BCR";"RET";"F";427,6717692;1985-04-01;9999-10-01;2007-01-10;1923,076923
81416;28;5;"S";"BCR";"PVE";"F";263,2615385;1993-03-10;2014-10-14;2012-06-25;3642,505154
81417;51;12;"M";"BCR";"STE";"F";356,4102308;1989-10-28;1996-12-25;2005-04-07;5384,615385
81418;53;2;"M";"BCR";"PVE";"M";882,6065385;2005-05-05;1994-12-01;2015-06-10;2307,692308
81419;51;14;"S";"PHD";"PVE";"F";1384,692308;2006-01-01;2006-11-01;2003-05-21;17966,65285
81420;28;3;"S";"HGH";"PVE";"M";297,6538462;1989-05-24;2013-09-17;2013-09-25;1219,789923
81421;60;8;"W";"BCR";"STE";"F";644,4153846;1991-03-09;2006-10-21;2008-09-24;2805,334923
81422;66;5;"M";"HGH";"RET";"F";234,1976923;2005-01-01;9999-10-01;2012-01-09;2371,153846
81423;52;2;"M";"HGH";"PVE";"M";184,4076923;1984-01-01;2011-07-01;2014-11-28;1580,769231
81424;48;9;"M";"HGH";"RET";"M";387,1447692;1985-12-25;9999-10-01;2008-01-22;415,7238462
81425;69;9;"D";"HGH";"RET";"M";207,6923077;1948-10-20;9999-10-01;2008-01-04;948,4615385
81426;40;10;"S";"BCR";"PVE";"F";480,3190769;2008-12-31;2007-05-01;2006-11-01;9846,153846
81427;31;10;"S";"HGH";"PVE";"M";199,5;2008-01-01;2013-12-01;2006-07-22;4615,384615
81428;63;10;"M";"HGH";"PVE";"M";813,972;2003-06-01;2010-12-16;2007-04-02;4615,384615
81429;52;9;"D";"HGH";"STE";"F";290,6;2006-02-01;2012-03-01;2007-11-09;1923,076923
81430;39;4;"S";"HGH";"PVE";"M";450,1230769;1978-05-30;2012-12-31;2012-11-20;6045,957
81431;34;8;"M";"HGH";"PVE";"F";170,0446154;2003-01-01;2012-03-07;2009-03-09;2892,192923
81432;27;3;"M";"HGH";"STE";"M";392,2266154;2010-01-01;2013-06-03;2013-10-22;525,8532308
81433;70;12;"S";"BCR";"RET";"F";333,9803077;1990-10-22;9999-10-01;2005-05-25;1580,769231
81434;51;7;"M";"HGH";"PVE";"M";369,2307692;1996-01-01;2007-08-01;2010-01-14;2307,692308
81435;48;2;"M";"HGH";"STE";"F";323,0769231;1969-11-01;1996-02-09;2014-09-23;184,9246154
81436;47;0;"M";"SEC";"STE";"F";209,7076923;1995-06-05;1988-07-26;2016-10-18;1410,101692
81437;61;9;"M";"MAS";"STE";"M";818,8153846;1988-01-01;2010-07-01;2008-02-28;4615,384615
81438;47;14;"M";"HGH";"PVE";"F";508,3850769;1995-05-25;2002-12-01;2002-12-13;1153,846154
81439;31;9;"S";"BCR";"PVE";"M";1210,769231;2000-01-01;2012-12-17;2007-09-19;9230,769231
81440;50;11;"M";"HGH";"STE";"M";422,7230769;1996-05-05;1996-12-25;2005-07-07;1274,979385
81441;56;9;"M";"HGH";"PVE";"M";182,3076923;1961-04-09;2006-08-03;2007-12-21;813,1933077
81442;27;0;"M";"HGH";"STE";"M";233,8120769;1999-01-01;2012-04-04;2016-09-30;6134,954615
81443;39;10;"M";"HGH";"PVE";"F";217,3007692;2001-03-01;2013-01-20;2007-04-03;5076,923077
81444;58;5;"M";"HGH";"PVE";"M";269,2307692;1990-01-01;2006-03-01;2012-03-12;497,4266154
81445;52;11;"M";"HGH";"PVE";"F";511,8341538;2002-08-21;2005-11-01;2005-11-19;6923,076923
81446;45;2;"M";"BCR";"STE";"F";455,3846154;1994-09-15;1994-08-01;2014-08-14;439,5564615
81447;40;9;"S";"HGH";"PVE";"F";285,1764615;1981-12-01;2007-11-19;2007-11-20;5000
81448;36;0;"M";"HGH";"STE";"M";722,6593846;1981-06-02;2013-09-01;2016-10-19;7692,307692
81449;66;3;"W";"BCR";"RET";"M";214,5726154;2012-03-20;9999-10-01;2013-07-12;4979,423077
81450;44;0;"M";"HGH";"STE";"F";226,9230769;2006-01-01;2006-06-01;2016-10-19;150,4592308
81451;68;11;"S";"BCR";"RET";"F";251;1980-01-01;9999-10-01;2005-12-19;3556,730769
81452;66;0;"M";"HGH";"RET";"M";230,7692308;1951-01-13;2001-12-21;2016-10-03;4900,384615
81453;60;8;"W";"HGH";"STE";"M";743,6236923;1994-09-01;1985-08-26;2009-03-13;961,9520769
81454;35;9;"S";"BCR";"PVE";"F";695,9748462;1984-01-01;2014-11-03;2007-12-03;2307,692308
81455;61;9;"M";"BCR";"PVE";"F";776,209;2013-09-01;2003-09-01;2008-06-03;769,2307692
81456;34;6;"M";"BCR";"PVE";"M";307,6923077;1987-08-22;2013-01-01;2010-09-29;3593,330538
81457;57;11;"D";"BCR";"STE";"F";1259,050538;1990-08-01;2012-08-01;2005-09-17;2376,283692
81458;48;13;"M";"HGH";"STE";"M";305,4923077;2000-05-01;2000-05-11;2003-09-15;4615,384615
81459;41;11;"M";"HGH";"PVE";"F";221,8543846;2006-09-01;2003-04-01;2005-10-17;2307,692308
81460;52;10;"S";"HGH";"PVE";"M";498,7053846;2010-03-01;2013-05-14;2007-01-27;2307,692308
81461;31;4;"M";"HGH";"PVE";"F";187,107;2006-06-01;2012-08-01;2012-11-14;2524,575538
81462;42;12;"S";"HGH";"PVE";"M";296,179;1997-01-01;2012-05-14;2005-07-04;6573,165692
81463;55;10;"M";"HGH";"PVE";"M";224,5772308;1962-11-18;2012-06-04;2007-06-08;3943,899385
81464;50;9;"M";"BCR";"STE";"F";231,5343846;1973-07-01;2012-07-30;2007-12-15;2371,153846
81465;41;10;"S";"PRS";"PVE";"M";305,1230769;1985-01-01;2008-09-12;2007-02-12;2307,692308
81466;28;2;"M";"BCR";"OTH";"M";595,0856154;9999-10-01;9999-10-01;2014-10-16;7692,307692
81467;64;8;"S";"HGH";"RET";"F";479,6782308;2012-06-01;9999-10-01;2009-01-16;5366,711538
81468;30;10;"M";"BCR";"PVE";"M";616,6573077;1987-09-25;2015-01-12;2006-10-27;4615,384615
81469;65;5;"M";"HGH";"RET";"M";223,0057692;1959-01-01;9999-10-01;2012-06-21;5366,711538
81470;60;10;"M";"HGH";"OTH";"F";156,7463077;1971-05-09;9999-10-01;2006-10-04;395,1923077
81471;38;8;"S";"BCR";"STE";"M";436,5216923;1984-05-10;2008-10-01;2008-10-28;4615,384615
81472;26;4;"S";"HGH";"PVE";"M";175,3846154;1991-03-02;2012-11-01;2012-11-06;2307,692308
81473;30;1;"S";"HGH";"PVE";"F";173,0769231;1987-06-24;2015-08-17;2015-08-20;2307,692308
81474;52;11;"M";"HGH";"STE";"F";201,4035385;1989-01-01;2002-09-01;2006-05-20;4615,384615
81475;33;8;"S";"BCR";"STE";"M";721,4923077;2008-09-25;2013-10-15;2009-04-01;1817,884615
81476;68;5;"W";"HGH";"RET";"F";272,9292308;2002-10-01;1997-07-27;2012-05-09;2726,826923
81477;28;0;"S";"BCR";"PVE";"F";163,8153846;1989-06-22;2015-06-30;2016-10-05;2307,692308
81478;40;9;"S";"BCR";"PVE";"F";1149,661538;2013-06-14;2015-06-02;2008-02-28;7692,307692
81479;35;4;"M";"HGH";"PVE";"M";209,2307692;1982-01-04;2014-10-02;2013-02-26;2307,692308
81480;40;3;"M";"HGH";"RET";"M";1148,558769;2009-01-01;9999-10-01;2014-06-18;12984,60562
81481;29;3;"S";"HGH";"PVE";"M";0;1988-10-30;2013-12-23;2014-04-28;1256,711538
81482;62;10;"M";"HGH";"RET";"M";280,5266154;1984-01-01;9999-10-01;2007-04-17;7606,643846
81483;39;9;"M";"BCR";"PVE";"M";916,2615385;1993-08-08;2010-01-01;2008-06-06;6600,788154
81484;34;7;"M";"PHD";"STE";"M";1048,207692;2008-01-01;2010-05-04;2010-05-12;2307,692308
81485;47;11;"M";"BCR";"STE";"F";307,1452308;2008-02-01;2007-07-16;2005-12-05;2307,692308
81486;39;4;"M";"HGH";"STE";"F";236,9790769;1978-03-21;2001-05-15;2012-09-12;2307,692308
81487;64;11;"M";"HGH";"RET";"F";284,0443077;2000-05-15;9999-10-01;2005-11-11;2567,472308
81488;30;3;"M";"HGH";"PVE";"M";210,9538462;1987-11-28;2015-02-01;2014-03-17;2307,692308
81489;61;10;"S";"HGH";"PVE";"M";216,0110769;1956-08-23;2014-12-17;2006-10-28;1604,670231
81490;50;8;"M";"HGH";"PVE";"F";174,6153846;2012-01-01;2016-04-06;2008-10-23;2556,384538
81491;47;6;"M";"HGH";"PVE";"M";7978,961538;2001-07-01;2002-07-01;2011-06-01;4615,384615
81492;34;4;"M";"HGH";"PVE";"F";364,5310769;1983-02-22;2008-05-01;2012-10-26;1538,461538
81493;43;5;"M";"HGH";"PVE";"M";461,5384615;1979-01-01;2004-07-01;2012-04-26;4907,963692
81494;41;11;"S";"PRS";"PVE";"M";184,6153846;1977-09-12;2010-08-10;2005-08-17;1138,470615
81495;62;11;"W";"BCR";"RET";"F";207,6446923;2011-03-11;9999-10-01;2005-09-23;4347,115385
81496;60;4;"M";"HGH";"PVE";"F";173,6623846;1997-01-01;2006-06-01;2012-12-20;1219,789923
81497;49;10;"D";"BCR";"OTH";"F";175,0769231;2004-02-10;2003-06-16;2006-11-30;2307,692308
81498;62;11;"M";"BCR";"RET";"M";326,0501538;2005-12-09;9999-10-01;2005-07-26;790,3846154
81499;38;11;"M";"HGH";"STE";"F";251,3065385;2013-03-19;2005-01-10;2005-08-18;6266,418
81500;43;9;"M";"HGH";"PVE";"M";301,0307692;2014-10-01;2009-02-04;2007-07-31;5524,910692
81501;52;12;"D";"BCR";"PVE";"F";297,7819231;1989-01-01;2010-08-03;2004-07-07;2307,692308
81502;38;4;"M";"PRS";"PVE";"M";164,5846154;1979-06-28;2012-11-01;2012-11-27;2549,958769
81503;31;4;"M";"HGH";"PVE";"F";249,2307692;2011-01-01;2013-03-15;2013-03-13;223,5416923
81504;29;3;"S";"HGH";"PVE";"M";449,5230769;1988-08-04;2014-05-01;2014-05-26;1580,769231
81505;46;3;"M";"HGH";"STE";"M";476,9230769;2007-12-12;1994-06-14;2013-09-10;3926,371
81506;56;1;"M";"HGH";"STE";"F";181,4769231;2008-01-18;1989-03-13;2015-11-04;5258,532538
81507;42;11;"M";"HGH";"PVE";"F";403,7538462;2009-01-01;2011-03-14;2005-08-24;2307,692308
81508;62;1;"W";"HGH";"RET";"F";230,7692308;1955-12-17;2000-10-27;2015-08-10;307,5384615
81509;48;0;"M";"HGH";"STE";"M";730,7692308;1993-02-13;1994-05-06;2016-10-17;357,8853846
81510;69;12;"M";"HGH";"RET";"M";208,6369231;1987-07-01;9999-10-01;2005-06-28;2687,307692
81511;36;14;"M";"HGH";"PVE";"F";464,6615385;2011-02-01;2003-01-03;2003-02-04;9484,615385
81512;70;13;"W";"HGH";"RET";"M";269,7504615;1992-01-01;9999-10-01;2004-01-24;5224,442308
81513;51;13;"D";"BCR";"STE";"F";556,9615385;1998-08-01;1999-09-01;2004-06-14;2307,692308
81514;54;13;"D";"HGH";"STE";"F";323,9692308;1963-05-04;2007-04-16;2003-08-28;961,9520769
81515;62;12;"M";"HGH";"RET";"M";353,8461538;1985-06-01;9999-10-01;2005-04-06;6386,730538
81516;44;3;"M";"HGH";"PVE";"M";307,6923077;1982-12-01;2015-11-27;2013-07-25;2307,692308
