Cocunut;AGE;YEARS_WITH_BANK;MARTIAL_STATUS;EDUCATION;EMPLOYMENT;GENDER;CUST_INCOME;CURRENT_ADDRESS_DATE;CURRENT_JOB_DATE;CURRENT_WITH_BANK_DATE;CURRENT_BALANCE_EUR;MORTGAGE_PRED;MORTGAGE_PROB
81486;39;4;M;HGH;STE;F;236,9790769;1978-03-21;2001-05-15;2012-09-12;2307,692308;N;0.99928004
81487;64;11;M;HGH;RET;F;284,0443077;2000-05-15;9999-10-01;2005-11-11;2567,472308;N;0.99910825
81488;30;3;M;HGH;PVE;M;210,9538462;1987-11-28;2015-02-01;2014-03-17;2307,692308;N;0.9999598
81489;61;10;S;HGH;PVE;M;216,0110769;1956-08-23;2014-12-17;2006-10-28;1604,670231;N;0.9999547
81490;50;8;M;HGH;PVE;F;174,6153846;2012-01-01;2016-04-06;2008-10-23;2556,384538;N;0.99989736
81491;47;6;M;HGH;PVE;M;7978,961538;2001-07-01;2002-07-01;2011-06-01;4615,384615;N;0.9879703
81492;34;4;M;HGH;PVE;F;364,5310769;1983-02-22;2008-05-01;2012-10-26;1538,461538;N;0.9996338
81493;43;5;M;HGH;PVE;M;461,5384615;1979-01-01;2004-07-01;2012-04-26;4907,963692;N;0.997736
81494;41;11;S;PRS;PVE;M;184,6153846;1977-09-12;2010-08-10;2005-08-17;1138,470615;N;0.9996575
81495;62;11;W;BCR;RET;F;207,6446923;2011-03-11;9999-10-01;2005-09-23;4347,115385;N;0.9655694
81496;60;4;M;HGH;PVE;F;173,6623846;1997-01-01;2006-06-01;2012-12-20;1219,789923;N;0.9998012
81497;49;10;D;BCR;OTH;F;175,0769231;2004-02-10;2003-06-16;2006-11-30;2307,692308;N;0.99857676
81498;62;11;M;BCR;RET;M;326,0501538;2005-12-09;9999-10-01;2005-07-26;790,3846154;N;0.99921405
81499;38;11;M;HGH;STE;F;251,3065385;2013-03-19;2005-01-10;2005-08-18;6266,418;N;0.9940692
81500;43;9;M;HGH;PVE;M;301,0307692;2014-10-01;2009-02-04;2007-07-31;5524,910692;N;0.99618393
81501;52;12;D;BCR;PVE;F;297,7819231;1989-01-01;2010-08-03;2004-07-07;2307,692308;N;0.99958533
81502;38;4;M;PRS;PVE;M;164,5846154;1979-06-28;2012-11-01;2012-11-27;2549,958769;N;0.9998585
81503;31;4;M;HGH;PVE;F;249,2307692;2011-01-01;2013-03-15;2013-03-13;223,5416923;N;0.9999026
81504;29;3;S;HGH;PVE;M;449,5230769;1988-08-04;2014-05-01;2014-05-26;1580,769231;N;0.9998964
81505;46;3;M;HGH;STE;M;476,9230769;2007-12-12;1994-06-14;2013-09-10;3926,371;N;0.99855393
81506;56;1;M;HGH;STE;F;181,4769231;2008-01-18;1989-03-13;2015-11-04;5258,532538;N;0.99279034
81507;42;11;M;HGH;PVE;F;403,7538462;2009-01-01;2011-03-14;2005-08-24;2307,692308;N;0.99939346
81508;62;1;W;HGH;RET;F;230,7692308;1955-12-17;2000-10-27;2015-08-10;307,5384615;N;0.99992085
81509;48;0;M;HGH;STE;M;730,7692308;1993-02-13;1994-05-06;2016-10-17;357,8853846;N;0.999874
81510;69;12;M;HGH;RET;M;208,6369231;1987-07-01;9999-10-01;2005-06-28;2687,307692;N;0.99938905
81511;36;14;M;HGH;PVE;F;464,6615385;2011-02-01;2003-01-03;2003-02-04;9484,615385;N;0.96444905
81512;70;13;W;HGH;RET;M;269,7504615;1992-01-01;9999-10-01;2004-01-24;5224,442308;N;0.99617296
81513;51;13;D;BCR;STE;F;556,9615385;1998-08-01;1999-09-01;2004-06-14;2307,692308;N;0.9989894
81514;54;13;D;HGH;STE;F;323,9692308;1963-05-04;2007-04-16;2003-08-28;961,9520769;N;0.99989474
81515;62;12;M;HGH;RET;M;353,8461538;1985-06-01;9999-10-01;2005-04-06;6386,730538;N;0.9976814
81516;44;3;M;HGH;PVE;M;307,6923077;1982-12-01;2015-11-27;2013-07-25;2307,692308;N;0.99996173
81517;35;4;M;HGH;PVE;M;164,8923077;1999-06-12;2016-04-12;2012-09-06;2307,692308;N;0.99998295
81518;56;3;M;HGH;STE;F;292,3076923;2007-01-01;1997-04-29;2013-07-26;4469,752615;N;0.9974898
81519;67;11;M;HGH;RET;F;215,2446154;2007-03-02;9999-10-01;2005-07-08;4742,307692;N;0.9885675
81520;39;10;M;HGH;PVE;F;281,9461538;1978-06-06;1999-10-01;2007-04-19;2493,548385;N;0.9992187
81521;39;0;M;HGH;STE;M;556,3846154;2008-04-06;1997-07-19;2016-10-12;2307,692308;N;0.9998331
81522;73;10;W;BCR;RET;F;687,2217692;1965-05-01;9999-10-01;2007-01-12;5366,711538;N;0.99867576
81523;42;3;M;HGH;PVE;M;246,4230769;1975-09-16;2014-10-21;2014-03-07;4615,384615;N;0.99976593
81524;62;3;W;HGH;RET;F;246,1538462;2000-02-01;1999-08-13;2014-05-26;3161,538462;N;0.99886584
81525;67;6;M;HGH;RET;M;248,6257692;1977-01-01;9999-10-01;2011-01-26;2055;N;0.99975556
81526;37;11;M;PRS;STE;F;301,0461538;2008-08-01;2000-08-01;2006-01-26;2307,692308;N;0.99552876
81527;63;2;M;BCR;RET;M;415,3846154;1990-01-01;9999-10-01;2015-04-14;2307,692308;N;0.99982834
81528;32;1;S;BCR;PVE;M;243,7493846;2013-09-13;2009-03-01;2016-04-26;7011,376692;N;0.9765336
81529;50;2;*noval*;HGH;OTH;F;0;9999-10-01;9999-10-01;2014-11-06;1616,893846;N;0.99985147
81530;60;1;M;HGH;PVE;M;338,4538462;2001-01-01;2014-09-01;2015-07-13;799,3137692;N;0.99998486
81531;67;11;M;HGH;RET;M;161,9286923;1995-03-16;9999-10-01;2005-10-21;1082,826923;N;0.99980193
81532;46;5;M;HGH;STE;M;261,417;1999-01-01;2012-07-02;2011-12-15;4615,384615;N;0.9996668
81533;42;9;M;HGH;PVE;M;1159,228;1998-10-15;2007-11-01;2007-11-02;7692,307692;N;0.96842796
81534;68;5;W;BCR;RET;F;222,7292308;2009-03-04;9999-10-01;2011-10-13;5303,480769;N;0.9341751
81535;27;2;M;HGH;PVE;M;488,3588462;2014-01-11;2013-04-01;2014-07-18;4615,384615;N;0.99511456
81536;64;12;M;BCR;RET;F;371,5952308;1980-05-01;9999-10-01;2005-05-30;3951,923077;N;0.99917275
81537;51;10;M;PHD;PVE;F;533,0769231;1990-01-01;2008-09-15;2006-11-10;2307,692308;N;0.9989059
81538;54;10;D;HGH;RET;F;902,4560769;2005-01-01;9999-10-01;2007-01-03;7692,307692;N;0.9486686
81539;34;6;M;BCR;STE;F;536,7792308;2006-09-01;2006-09-01;2011-02-16;3307,692308;N;0.99768364
81540;31;0;M;HGH;PVE;M;0;2010-01-01;2016-03-15;2016-10-04;4615,384615;Y;0.8859925
81541;24;2;S;HGH;PVE;F;384,6153846;1993-03-03;2015-10-01;2014-11-12;2307,692308;N;0.9998876
81542;43;4;D;HGH;PVE;F;165,9461538;2009-01-01;2012-01-01;2012-10-24;809,3009231;N;0.999964
81543;26;3;M;BCR;STE;M;264,446;1991-11-07;2014-10-17;2014-01-24;4615,384615;N;0.9994025
81544;42;12;M;HGH;PVE;M;816,8507692;2008-08-22;2010-01-01;2005-02-16;2307,692308;N;0.9982413
81545;45;8;M;HGH;PVE;F;165,1846154;2001-04-21;1999-01-01;2008-10-15;2307,692308;N;0.9977156
81546;40;11;M;HGH;PVE;M;713,4696154;2007-01-01;2013-01-01;2005-11-25;1057,151308;N;0.9995546
81547;62;10;M;HGH;RET;M;205,5615385;2002-01-01;9999-10-01;2006-12-07;2307,692308;N;0.99928206
81548;44;6;D;BCR;STE;M;323,8769231;1973-12-09;1996-01-01;2011-03-28;2307,692308;N;0.99907935
81549;35;2;M;BCR;STE;M;548,4615385;1982-02-24;2001-10-01;2014-12-22;7692,307692;N;0.9918458
81550;63;4;D;HGH;RET;M;302,3576923;2009-05-14;1998-04-13;2013-01-24;806,3993077;N;0.999398
81551;50;12;M;BCR;STE;M;326,9314615;2007-01-06;2006-01-23;2005-06-29;7692,307692;N;0.977481
81552;66;2;W;HGH;RET;F;198,199;1985-01-01;1999-12-01;2014-09-13;4505,192308;N;0.99587727
81553;38;13;M;HGH;PVE;F;309,2943846;2006-05-01;2004-05-17;2004-06-16;2307,692308;N;0.99721515
81554;50;11;M;BCR;STE;M;412,4594615;2001-01-01;2011-02-01;2005-09-30;2615,384615;N;0.9989913
81555;42;12;M;BCR;STE;M;842,3488462;1980-01-01;1998-07-01;2005-03-10;6573,165692;N;0.9963658
81556;50;10;M;BCR;STE;F;333,4149231;2001-03-06;1987-02-10;2006-08-19;2307,692308;N;0.9974589
81557;59;2;W;HGH;STE;M;749,9824615;1989-05-01;1989-06-26;2014-08-28;2307,692308;N;0.99978596
81558;63;12;M;BCR;STE;F;171,0772308;2014-12-01;2012-04-04;2005-01-11;2464,960154;N;0.99978536
81559;45;10;M;BCR;PVE;F;792,3615385;1972-07-10;2006-07-16;2006-07-31;2307,692308;N;0.99950206
81560;45;12;M;HGH;SFE;F;433,7076923;2008-01-01;2013-03-29;2005-05-06;7968,260231;N;0.97530717
81561;44;10;M;BCR;STE;M;376,364;1989-08-19;2007-11-28;2006-11-08;2307,692308;N;0.99814665
81562;55;9;W;HGH;PVE;F;243,6538462;1969-01-01;2006-05-10;2007-07-30;1155,137923;N;0.9998801
81563;45;4;M;BCR;PVE;F;461,5384615;2003-03-19;1993-04-01;2012-09-11;1027,5;N;0.99670166
81564;59;4;M;HGH;PVE;M;198,6593077;1985-12-31;2006-03-20;2013-04-01;641,3013846;N;0.999887
81565;32;7;M;SEC;STE;M;188,8769231;2009-01-01;2001-04-04;2009-08-05;189,3536154;N;0.9991437
81566;65;12;M;PHD;PVE;F;919,9116154;2015-05-01;2014-09-01;2004-12-01;995,8846154;N;0.99962604
81567;29;2;M;HGH;PVE;F;269,2307692;2012-01-01;2011-02-01;2014-11-12;2032,983231;N;0.9998696
81568;45;13;M;BCR;STE;F;369,1923077;2010-08-05;2005-02-01;2004-03-08;585,1874615;N;0.99908984
81569;46;9;M;BCR;PVE;F;449,8218462;1997-05-15;2007-09-03;2007-09-04;1538,461538;N;0.9966928
81570;57;4;D;HGH;SFE;F;520,5153846;2002-12-01;2014-05-01;2012-09-26;2307,692308;N;0.9998702
81571;38;1;M;HGH;STE;M;634,3534615;1979-10-08;2014-09-03;2015-10-26;7692,307692;N;0.99591774
81572;41;1;S;HGH;PVE;M;180,7692308;1982-05-01;2016-04-15;2016-04-28;2307,692308;N;0.9999536
81573;67;5;M;HGH;RET;M;222,2008462;1989-01-28;9999-10-01;2012-04-27;1194,099231;N;0.9997892
81574;61;3;M;HGH;STE;F;221,5923077;2009-05-14;1983-07-25;2014-03-26;2062,746231;N;0.99873585
81575;52;14;M;BCR;STE;F;0;1992-01-01;2016-01-12;2002-07-27;4615,384615;N;0.9993826
81576;52;2;M;HGH;PVE;M;171,7070769;1973-09-01;2009-04-20;2014-12-19;2307,692308;N;0.9998203
81577;56;10;M;BCR;PVE;M;545,5076923;2004-03-03;2010-02-10;2006-10-24;414,2026154;N;0.9987888
81578;54;12;M;BCR;STE;M;619,7923077;1963-04-21;1984-03-19;2005-07-01;5239,375538;N;0.9995303
81579;60;5;M;PRS;PVE;F;177,2629231;1985-08-01;2010-12-01;2011-11-25;158,6677692;N;0.99983823
81580;32;0;M;HGH;STE;M;504,3566923;2000-06-26;2016-09-03;2016-10-19;7692,307692;N;0.98192626
81581;53;4;M;HGH;PVE;F;319,2461538;1986-02-24;2006-09-01;2012-08-03;802,578;N;0.9998344
81582;62;10;M;HGH;RET;F;227,4086923;1981-09-29;9999-10-01;2007-04-17;2450,192308;N;0.999724
81583;54;13;S;SEC;OTH;M;0;9999-10-01;9999-10-01;2003-07-14;2307,692308;N;0.9998996
81584;29;6;S;BCR;PVE;M;588,0210769;2006-06-10;2013-08-01;2011-02-07;7692,307692;N;0.9882946
81585;39;8;M;HGH;STE;M;184,0153846;1993-01-01;1998-02-25;2008-09-19;2307,692308;N;0.99697435
81586;31;2;M;BCR;PVE;M;372,9692308;1986-10-30;2015-01-01;2014-12-11;2307,692308;N;0.99995565
81587;29;2;S;HGH;PVE;M;169,1693077;1988-03-15;2014-12-15;2014-12-31;728,3707692;N;0.99995446
81588;33;11;S;HGH;PVE;F;286,6944615;2006-01-01;2011-11-01;2005-07-25;1067,019231;N;0.99973565
81589;47;14;M;HGH;PVE;F;324,377;2006-12-01;2004-01-01;2002-11-04;2307,692308;N;0.9981054
81590;27;2;S;HGH;PVE;M;215,3846154;2014-08-20;2014-02-01;2014-11-04;2307,692308;N;0.99960464
81591;50;2;M;BCR;STE;F;228,619;2000-01-01;2012-04-19;2015-05-27;2307,692308;N;0.99993527
81592;49;4;M;HGH;PVE;F;160,1230769;2010-05-01;2014-12-15;2013-06-03;2892,192923;N;0.99995947
81593;53;13;M;PHD;STE;M;1157,846154;1999-09-06;1991-03-01;2003-12-18;2923,076923;N;0.9992181
81594;46;11;M;BCR;STE;F;430,0230769;1971-11-16;2005-03-01;2005-08-19;2307,692308;N;0.9996568
81595;60;12;M;HGH;PVE;M;348,6076923;1962-11-28;2002-10-20;2004-08-06;4674,924385;N;0.9993036
81596;51;13;M;BCR;STE;F;1141,453846;2006-01-01;1992-06-01;2004-07-03;2307,692308;N;0.9983406
81597;44;9;M;BCR;PVE;M;914,1461538;2014-05-01;2009-07-16;2007-10-16;7692,307692;N;0.95105
81598;59;11;W;BCR;STE;M;353,0769231;1994-12-31;2004-12-31;2005-09-19;569,6743846;N;0.9996063
81599;66;11;M;BCR;SFE;F;197,6538462;2006-05-05;1992-10-19;2005-09-07;1580,769231;N;0.9981895
81600;55;10;S;BCR;STE;F;1787,376923;1962-06-30;2007-05-16;2007-06-11;4615,384615;N;0.9988734
81601;34;4;D;HGH;PVE;F;339,8692308;2012-02-07;2013-01-10;2013-01-10;4186,787538;N;0.99939597
81602;42;15;S;HGH;PVE;F;465,5272308;1992-06-30;2005-02-03;2002-01-29;1538,461538;N;0.99948275
81603;61;11;M;HGH;PVE;M;206,1538462;1979-07-01;2006-10-01;2006-05-09;174,2284615;N;0.99983037
81604;53;7;M;HGH;STE;M;302,9538462;2013-01-16;1989-07-01;2010-04-13;8194,546538;N;0.9253494
81605;51;11;M;BCR;STE;F;523,0769231;2005-11-11;2001-06-07;2005-07-12;208,6938462;N;0.9986755
81606;59;7;M;BCR;PVE;M;602,3461538;1996-03-05;1989-01-01;2009-11-18;7692,307692;N;0.9621879
81607;39;10;M;HGH;PVE;M;429,3692308;1978-11-20;2006-01-01;2007-03-13;3349,429923;N;0.99896526
81608;41;10;M;HGH;PVE;M;201,3223077;2004-03-01;2015-10-01;2006-11-14;2307,692308;N;0.99993956
81609;24;3;*noval*;HGH;PVE;M;0;9999-10-01;2013-11-20;2013-12-05;2830,843385;N;0.9922294
81610;66;0;M;HGH;RET;M;240,45;1951-06-12;9999-10-01;2016-10-17;2371,153846;N;0.99897873
81611;60;11;M;HGH;STE;F;327,1913846;2001-08-15;1996-10-26;2005-09-07;2512,072462;N;0.99873835
81612;67;11;M;HGH;RET;M;322,0692308;1980-01-01;9999-10-01;2005-10-06;4584,230769;N;0.99883837
81613;60;11;W;HGH;RET;F;211,6003846;1978-10-08;9999-10-01;2005-08-26;2818,827923;N;0.99962175
81614;48;2;M;HGH;PVE;M;269,2307692;2008-06-01;2007-06-01;2015-06-27;190,1538462;N;0.9999062
81615;63;13;M;HGH;RET;F;356,5461538;1985-09-01;9999-10-01;2003-08-26;3361,538462;N;0.9993524
81616;56;4;M;PRS;PVE;M;186,3923077;1995-01-01;2012-08-01;2012-08-30;532,4167692;N;0.99991167
81617;35;11;M;BCR;PVE;F;283,859;1982-03-19;2007-01-01;2006-03-21;4615,384615;N;0.99841774
81618;61;13;M;HGH;RET;F;263,2684615;1960-06-30;9999-10-01;2004-05-28;857,5673077;N;0.99991596
81619;35;4;M;HGH;PVE;F;176,9230769;2006-06-10;2009-05-01;2013-05-09;1692,307692;N;0.9999268
81620;44;13;M;BCR;PVE;F;587,3076923;2003-01-01;1999-08-24;2003-07-31;4186,787538;N;0.995269
81621;24;1;S;HGH;PVE;M;169,0307692;9999-10-01;2016-02-01;2016-02-01;2307,692308;N;0.9996953
81622;44;13;S;HGH;PVE;M;793,4076923;1999-09-01;2007-05-01;2004-04-16;2307,692308;N;0.9985795
81623;55;11;M;HGH;STE;M;290,1846154;2004-03-17;1985-03-01;2005-09-20;5872,028;N;0.9730723
81624;42;5;M;SEC;PVE;F;194,7;2000-05-06;2009-07-10;2012-04-20;975,8319231;N;0.99972063
81625;55;8;M;BCR;STE;M;324,7384615;1995-04-01;2009-08-20;2008-09-12;2307,692308;N;0.9995908
81626;65;14;M;BCR;RET;F;407,2326154;1974-10-01;9999-10-01;2003-03-18;1185,576923;N;0.9998833
81627;33;9;M;HGH;PVE;M;200,3677692;2005-01-01;2014-04-01;2008-06-16;5137,5;N;0.99956626
81628;48;3;M;HGH;PVE;F;346,1538462;1990-01-01;2012-01-01;2014-05-05;198,069;N;0.99974376
81629;59;5;M;HGH;PVE;M;284,6153846;1970-01-01;2014-03-01;2011-09-16;4615,384615;N;0.9994393
81630;46;1;M;HGH;PVE;F;215,3846154;2014-06-01;2005-07-01;2016-01-06;2307,692308;N;0.9998721
81631;65;7;D;HGH;RET;F;227,2137692;1975-08-01;9999-10-01;2009-10-05;4663,269231;N;0.99886024
81632;42;10;M;BCR;PVE;M;155,8615385;2006-06-01;2006-07-20;2006-08-01;1597,624769;N;0.99910516
81633;52;9;M;HGH;PVE;F;169,4076923;2002-09-11;2015-05-26;2007-07-09;4615,384615;N;0.99923885
81634;39;5;M;BCR;PVE;M;187,6923077;1987-03-01;2007-06-01;2011-08-31;4978,077462;N;0.9985876
81635;39;8;M;PRS;PVE;M;168,4615385;1984-07-10;2009-01-08;2009-01-29;2307,692308;N;0.9995578
81636;54;7;M;HGH;PVE;M;500;2010-06-01;1983-09-01;2009-10-03;182,1515385;N;0.9965682
81637;30;3;*noval*;HGH;OTH;F;0;9999-10-01;9999-10-01;2013-12-13;2307,692308;N;0.9981292
81638;52;5;M;HGH;STE;F;164,5593846;2003-04-24;2010-05-06;2011-08-05;4995,605923;N;0.9971642
81639;30;0;M;HGH;PVE;F;269,2307692;2006-01-01;2015-09-01;2016-10-14;171,7723077;N;0.9999659
81640;37;10;M;BCR;PVE;F;355,4457692;2008-04-02;2014-02-13;2007-01-23;1153,846154;N;0.999818
81641;60;14;M;HGH;RET;M;296,2046154;1985-04-01;9999-10-01;2003-03-12;477,789;N;0.9998179
81642;27;3;S;HGH;PVE;M;184,1846154;1990-01-22;2013-12-01;2013-12-16;5258,532538;N;0.99923515
81643;29;1;M;HGH;PVE;F;384,6153846;2011-07-08;2016-04-01;2016-05-27;2307,692308;N;0.99986875
81644;36;0;M;BCR;PVE;F;0;1990-01-01;2013-02-01;2016-10-17;4615,384615;Y;0.72183794
81645;36;13;M;HGH;PVE;M;248,4333846;1981-06-08;2009-08-17;2004-05-12;2974,951923;N;0.9996842
81646;54;13;M;HGH;PVE;M;357,3932308;1994-01-01;2013-04-01;2004-05-07;1417,973308;N;0.99970895
81647;64;10;M;BCR;PVE;M;362,2735385;1988-03-01;2011-10-15;2007-05-11;1538,461538;N;0.99984825
81648;40;15;M;HGH;PVE;M;628,9015385;2008-03-21;2002-06-17;2002-06-17;5384,615385;N;0.99590117
81649;25;0;S;HGH;PVE;M;288,2136154;1992-09-16;2015-03-01;2016-10-11;4615,384615;N;0.9964736
81650;37;4;M;HGH;PVE;M;517,0934615;1980-11-27;2010-04-19;2013-04-18;4615,384615;N;0.9995691
81651;55;3;M;HGH;PVE;M;196;1962-05-16;2015-03-25;2013-07-18;1650,197;N;0.99994624
81652;63;0;M;BCR;RET;M;292,3076923;1954-10-10;2001-11-10;2016-08-23;0;N;0.9996258
81653;59;11;M;HGH;PVE;M;232,4233077;1973-08-12;1980-02-15;2005-09-15;2307,692308;N;0.9993006
81654;61;13;W;HGH;RET;F;576,1533846;2006-11-01;9999-10-01;2004-02-05;8521,147462;N;0.85516036
81655;35;2;M;HGH;PVE;F;267,5384615;2004-10-11;2014-09-02;2015-01-28;4615,384615;N;0.99985504
81656;34;10;M;HGH;STE;M;397,0260769;1983-12-14;2008-09-19;2007-03-06;7692,307692;N;0.9938233
81657;69;11;W;HGH;RET;F;287,0969231;1977-12-19;9999-10-01;2005-09-26;829,9038462;N;0.9998338
81658;41;11;M;HGH;PVE;M;244,2846154;1998-01-01;1996-05-01;2005-11-21;10846,15385;N;0.8194475
81659;63;5;W;HGH;STE;M;228,5536923;1969-01-01;1987-11-02;2011-08-23;2974,951923;N;0.99876344
81660;66;11;W;HGH;RET;F;222,7153846;1998-08-17;9999-10-01;2005-12-27;2766,346154;N;0.9987218
81661;30;1;M;BCR;PVE;M;238,4615385;1987-04-22;2015-09-04;2016-03-28;2307,692308;N;0.999949
81662;54;4;M;HGH;STE;F;284,1249231;1984-06-15;1983-03-15;2012-11-14;6748,450077;N;0.9914391
81663;45;6;M;HGH;PVE;F;317,9486923;2010-03-01;2014-08-01;2010-12-13;6695,864769;N;0.9975077
81664;37;9;S;HGH;PVE;M;178,4307692;1980-01-10;2010-03-19;2007-11-15;3711,948308;N;0.9993957
81665;30;9;S;HGH;PVE;M;280,7692308;2007-08-17;2010-06-24;2007-12-04;790,3846154;N;0.99971074
81666;30;2;M;HGH;PVE;F;169,3;2010-06-01;2014-11-01;2014-11-26;813,1933077;N;0.999969
81667;42;5;M;BCR;PVE;M;175,0115385;2001-01-01;2013-05-10;2011-10-13;4615,384615;N;0.9997346
81668;63;15;W;HGH;RET;F;698,8560769;2003-03-19;9999-10-01;2002-01-28;2307,692308;N;0.99847907
81669;44;3;M;HGH;STE;F;461,5384615;2010-12-01;2004-03-01;2013-12-27;244,8072308;N;0.9997738
81670;40;1;M;HGH;PVE;F;183,4672308;1993-09-01;2015-10-05;2016-02-22;1577,559769;N;0.9999913
81671;39;11;M;BCR;STE;F;341,3319231;1990-11-29;2005-12-16;2006-01-04;4615,384615;N;0.99619365
81672;43;9;M;HGH;PVE;M;451,5230769;1974-10-09;1996-08-04;2008-03-13;9482,887077;N;0.96449506
81673;66;3;M;HGH;RET;F;200,3336154;1985-05-01;9999-10-01;2014-05-30;474,2307692;N;0.9998485
81674;55;7;D;HGH;RET;M;393,7494615;2009-02-17;9999-10-01;2010-03-24;769,2307692;N;0.9980235
81675;53;12;M;HGH;PVE;M;249,7526923;1984-09-01;2012-04-22;2005-03-08;6774,742769;N;0.99852633
81676;51;10;M;HGH;PVE;M;215,4169231;1990-03-15;2002-01-01;2007-03-12;3739,939538;N;0.99898165
81677;57;4;M;HGH;STE;F;262,2153846;1985-05-07;1981-12-23;2012-08-23;6915,384615;N;0.98737353
81678;54;11;M;HGH;PVE;F;281,9246154;1988-03-16;2006-03-11;2006-06-06;4115,384615;N;0.99913365
81679;49;12;M;BCR;STE;F;291,6654615;1972-09-01;1996-02-07;2005-06-27;4615,384615;N;0.99906224
81680;25;2;*noval*;HGH;OTH;M;0;9999-10-01;9999-10-01;2014-09-10;1538,461538;N;0.9993548
81681;38;13;S;BCR;PVE;F;582,8574615;1999-03-20;2004-04-13;2004-04-13;12961,53846;N;0.83154917
81682;61;7;M;BCR;STE;F;337,3228462;1985-02-01;1975-07-15;2009-09-03;1975,961538;N;0.99930334
81683;31;7;M;HGH;PVE;M;421,4634615;2006-07-01;9999-10-01;2009-10-23;0;N;0.9995215
81684;36;10;M;HGH;STE;M;267,8846154;1981-11-11;2014-04-23;2007-03-26;1282,602769;N;0.999688
81685;21;2;S;HGH;PVE;F;206,2384615;1996-01-25;2014-11-24;2014-11-24;2766,346154;N;0.99975103
81686;48;9;M;HGH;PVE;M;185,7846154;1969-01-27;2013-11-01;2007-08-08;2307,692308;N;0.9999323
81687;53;11;M;HGH;STE;M;255,6615385;1986-01-01;2003-01-08;2005-07-09;229,69;N;0.9997726
81688;71;0;M;HGH;RET;M;262,5392308;1975-01-01;9999-10-01;2016-10-18;2371,153846;N;0.99898833
81689;70;1;*noval*;HGH;OTH;M;0;9999-10-01;9999-10-01;2016-01-04;3951,923077;N;0.79918844
81690;68;12;M;BCR;RET;M;228,7065385;2005-01-01;9999-10-01;2005-06-10;632,3076923;N;0.9996044
81691;41;7;*noval*;HGH;OTH;M;0;9999-10-01;9999-10-01;2009-11-16;297,9076923;N;0.9999994
81692;65;10;W;HGH;RET;F;186,6128462;2010-05-01;9999-10-01;2006-09-20;3951,923077;N;0.98303485
81693;72;6;M;SEC;RET;F;256,8776154;2005-05-27;9999-10-01;2010-07-20;790,3846154;N;0.9995704
81694;69;5;M;BCR;RET;M;494,6153846;1995-07-10;9999-10-01;2011-12-30;2055;N;0.99971527
81695;47;1;M;HGH;STE;F;169,949;2000-01-01;2002-09-02;2015-12-01;2889,953308;N;0.99979657
81696;24;1;S;HGH;PVE;M;371,4640769;2009-01-01;2016-04-07;2015-10-13;4155,914;N;0.9988508
81697;41;12;S;HGH;PVE;F;869,5786923;2009-03-07;2005-01-01;2005-01-04;8461,538462;N;0.96261674
81698;56;11;M;HGH;STE;M;235,0923077;1961-03-23;1994-03-21;2005-08-18;483,2673077;N;0.9998635
81699;64;9;W;HGH;RET;F;232,8660769;1995-01-01;9999-10-01;2008-06-20;3846,153846;N;0.9976701
81700;58;15;M;BCR;STE;M;431,0461538;1995-01-01;2001-05-31;2001-12-15;7692,307692;N;0.9890204
81701;52;11;M;HGH;STE;M;412,0113846;1980-01-01;1992-06-29;2005-08-05;403,9184615;N;0.9997805
81702;63;0;*noval*;HGH;OTH;F;0;9999-10-01;9999-10-01;2016-10-19;2307,692308;N;0.9052681
81703;59;12;M;BCR;STE;M;381,8661538;1986-01-01;1988-11-14;2005-05-18;2307,692308;N;0.999474
81704;33;8;S;HGH;PVE;M;232,3865385;1984-05-17;2013-04-01;2008-08-13;3461,538462;N;0.99972683
81705;63;10;W;HGH;RET;F;193,2517692;1995-10-10;9999-10-01;2006-07-25;4189,038462;N;0.99726236
81706;37;11;M;HGH;PVE;M;687,2178462;2013-03-15;2009-01-15;2005-10-13;1307,692308;N;0.99912566
81707;64;7;W;BCR;STE;M;314,3856154;2004-11-08;1979-01-06;2010-04-12;4384,615385;N;0.9650485
81708;40;11;M;BCR;STE;F;280,9840769;2000-01-15;2006-05-01;2005-09-23;2307,692308;N;0.99719113
81709;36;3;M;BCR;PVE;M;777,4846154;2011-11-05;2007-11-05;2013-09-20;2307,692308;N;0.9995733
81710;49;11;M;HGH;PVE;M;331,2307692;2006-10-01;2007-08-25;2005-11-14;2307,692308;N;0.99698037
81711;69;3;M;HGH;RET;F;153,8461538;1965-01-01;1999-01-19;2013-11-01;2371,153846;N;0.9991966
81712;64;11;D;HGH;RET;M;272,9615385;1953-06-14;9999-10-01;2006-03-30;3161,538462;N;0.9997794
81713;62;0;M;HGH;RET;M;172,4153846;2000-12-31;9999-10-01;2016-10-19;2307,692308;N;0.99934906
81714;55;4;M;HGH;STE;M;615,3846154;1962-10-20;2006-01-01;2013-03-25;571,2538462;N;0.9998809
81715;44;0;M;HGH;PVE;M;192,3076923;1973-12-03;2006-03-09;2016-09-14;2307,692308;N;0.9997385
81716;33;4;S;HGH;PVE;F;169,6769231;1995-01-01;2014-10-01;2013-04-26;3193,106615;N;0.9999387
81717;67;3;M;HGH;OTH;F;197,3027692;1981-05-01;9999-10-01;2013-12-11;2371,153846;N;0.9988763
81718;58;10;M;BCR;STE;F;357,3629231;1991-05-01;2006-09-01;2006-09-16;2307,692308;N;0.99944025
81719;55;1;M;HGH;RET;F;1166,363;1985-09-01;9999-10-01;2016-06-15;4615,384615;N;0.9998976
